id,intent,text
10508,SearchScreeningEvent,Can you bring up the  movie schedule  for  ArcLight Hollywood ?
10509,SearchScreeningEvent,Is  Live from Sturgis 2006  playing at  four o'clock  at the  nearest   cinema ?
10510,SearchScreeningEvent,what  movie theatre   closest  to me is playing  animated movies  and when
10511,SearchScreeningEvent,what  animated movies  are at  Cobb Theatres
10512,SearchScreeningEvent,find  movie times
10513,SearchScreeningEvent,Find the  schedule  for  Idols of Clay  at a  movie house .
10514,SearchScreeningEvent,What are the  movie schedules
10515,SearchScreeningEvent,show  movie schedules
10516,SearchScreeningEvent,Is  Rio Belongs to Us  playing at the  movie house   closest  to me
10517,SearchScreeningEvent,give me the  movie times  for  Fox Theatres
10518,SearchScreeningEvent,When can I watch  Prince Daewon  at  movie house ?
10519,SearchScreeningEvent,find the  nearest   animated movies  at a  movie theatre
10520,SearchScreeningEvent,When is  Sea of Fear  being shown at the  closest   movie theatre ?
10521,SearchScreeningEvent,What  films  are there playing at  Cobb Theatres ?
10522,SearchScreeningEvent,find  Kebab Connection
10523,SearchScreeningEvent,I need a list of  Mann Theatres   films  that are playing
10524,SearchScreeningEvent,find the  nearest   movie house  showing  Dangers of the Canadian Mounted
10525,SearchScreeningEvent,Does  AMC Theatres  have  movie schedules  out?
10526,SearchScreeningEvent,What are the  movie times  for  animated movies   nearby ?
10527,SearchScreeningEvent,What  film  is playing  nearby
10528,SearchScreeningEvent,what  movie house  is showing  Sherlock Holmes and the Secret Weapon
10529,SearchScreeningEvent,What is the  movie schedule  looking like
10530,SearchScreeningEvent,What is the  movie schedules  for  movies   in the neighbourhood
10531,SearchScreeningEvent,Is  And the Ship Sails On  playing at  Douglas Theatre Company   1 minute from now ?
10532,SearchScreeningEvent,I'd like to see  movie times  please.
10533,SearchScreeningEvent,What is the  closest   movie theatre  showing  In Pursuit of Honor ?
10534,SearchScreeningEvent,What are the  movie times  of  films   in the neighbourhood
10535,SearchScreeningEvent,Is  The Belles of St. Clements  playing at  Star Theatres   in 8 minutes ? 
10536,SearchScreeningEvent,Please provide me with  movie schedules .
10537,SearchScreeningEvent,find a  movie house   closest  with  animated movies
10538,SearchScreeningEvent,I'd like to watch  films  at the  closest   movie theatre  
10539,SearchScreeningEvent,Check the  movie schedule  for  Wanda Group
10540,SearchScreeningEvent,find  Italy Has Awakened  at a  Goodrich Quality Theaters
10541,SearchScreeningEvent,What is the  movie schedules  at  Consolidated Theatres
10542,SearchScreeningEvent,Whaere is  Bloody Bloody Bible Camp  playing in the  cinema
10543,SearchScreeningEvent,Show me a  movie schedule .
10544,SearchScreeningEvent,find a  United Paramount Theatres  and  movie times  at  4 A.M.
10545,SearchScreeningEvent,in the neighbourhood  find  movies
10546,SearchScreeningEvent,Show  movie schedules  for  Douglas Theatre Company
10547,SearchScreeningEvent,What are the current showtimes for  Love Fiction ?
10548,SearchScreeningEvent,She me what  movies  are playing at  1 o'clock  at the  nearest   movie theatre
10549,SearchScreeningEvent,Which  films  are playing  in the neighbourhood ?
10550,SearchScreeningEvent,I'm looking to watch  Savage Grace  at  Showcase Cinemas  at  thirteen o'clock .
10551,SearchScreeningEvent,Which  films  are playing at the  closest   movie house ?
10552,SearchScreeningEvent,Find the  movie schedule  for  close by   films .
10553,SearchScreeningEvent,Find  movie times  for  B&B Theatres .
10554,SearchScreeningEvent,I want to see the  movie schedule  for  KB Theatres .
10555,SearchScreeningEvent,Can you give me a list of  films  at  Cinemark Theatres ?
10556,SearchScreeningEvent,IS  Anti-Semitism in the 21st Century: The Resurgence  playing  now
10557,SearchScreeningEvent,She me the  movie schedule  for  animated movies  at the place  nearby
10558,SearchScreeningEvent,Where is the  nearest   movie house  that is playing  Sirivantha
10559,SearchScreeningEvent,what time can i see  The Conflicts of Life
10560,SearchScreeningEvent,find  films   closest  to a  cinema
10561,SearchScreeningEvent,I'm looking for local  movie schedules .
10562,SearchScreeningEvent,Show  movie schedules  with  movies   in the neighborhood
10563,SearchScreeningEvent,What are the  movie times  for  Megaplex Theatres
10564,SearchScreeningEvent,Find  movie times  for  close by   movies .
10565,SearchScreeningEvent,Find me the  movie times  for the  Alamo Drafthouse Cinema
10566,SearchScreeningEvent,Give me the  movie schedule  for the  Great Escape Theatres
10567,SearchScreeningEvent,When is  Game in the Sand  playing at the  movie house ?
10568,SearchScreeningEvent,What time are the  movie schedules
10569,SearchScreeningEvent,I'd like to see  movie times  at  Santikos Theatres
10570,SearchScreeningEvent,show  movie times
10571,SearchScreeningEvent,Show  movie schedule  and  movies   in the area
10572,SearchScreeningEvent,Are any  films  play at the  Santikos Theatres
10573,SearchScreeningEvent,find  movie times
10574,SearchScreeningEvent,Find  movie schedules  for  Bow Tie Cinemas .
10575,SearchScreeningEvent,Find the  movie schedules  for  animated movies   nearby  at  09:44 am .
10576,SearchScreeningEvent,what time is  The World According to John Coltrane  playing
10577,SearchScreeningEvent,What  movie theatre  is the  closest  that is playing  Cheat You Fair: The Story of Maxwell Street  right  now
10578,SearchScreeningEvent,show  movie schedules  for  animated movies  playing  close by   now
10579,SearchScreeningEvent,Find  films  available at  Cooper Foundation
10580,SearchScreeningEvent,in 1 hour and 1 minute  find a  cinema   nearest  for  films
10581,SearchScreeningEvent,I want a list of  films  that are going to be shown  in the neighborhood .
10582,SearchScreeningEvent,What are the local  movie times
10583,SearchScreeningEvent,Which  movies  are playing at  B&B Theatres  at  2 pm ?
10584,SearchScreeningEvent,find  Manthra Mothiram  at  Century Theatres
10585,SearchScreeningEvent,what  movie theatre  is showing  Titanic: The Legend Goes On
10586,SearchScreeningEvent,I need current  movie schedules .
10587,SearchScreeningEvent,what  animated movies  are  in the area
10588,SearchScreeningEvent,Where and when can I see  The Image Makers
10589,SearchScreeningEvent,find a  Cineplex Odeon Corporation  showing  movies
10590,SearchScreeningEvent,what  films  are showing  around here
10591,SearchScreeningEvent,When is  Twentynine Palms  playing at  Plitt Theatres ?
10592,SearchScreeningEvent,is  The Sleeping Beauty  playing at  8 A.M.   at  Cobb Theatres
10593,SearchScreeningEvent,When is  Dead Birds  playing?
10594,SearchScreeningEvent,What's the  movie schedule  for  films   in the neighbourhood
10595,SearchScreeningEvent,Give me the  schedule  for  Getting There: Sweet 16 and Licensed to Drive
10596,SearchScreeningEvent,what time is  Twin Peaks: Fire Walk with Me  showing
10597,SearchScreeningEvent,What are the  movie schedules  for  movies   around here ?
10598,SearchScreeningEvent,What time is  Phil Ochs: There but for Fortune  playing at the  movie house
10599,SearchScreeningEvent,I'd like to watch  Wish You Were Dead
10600,SearchScreeningEvent,Can I watch  The Sound of War   in thirteen minutes  at the  nearest   cinema
10601,SearchScreeningEvent,What  films  are playing at  Goodrich Quality Theaters
10602,SearchScreeningEvent,What are the  movie times  for  movies   in the area ?
10603,SearchScreeningEvent,what is the  movie schedule  of  animated movies   in the area  
10604,SearchScreeningEvent,What  films  and  movie schedules  are  in the neighborhood  
10605,SearchScreeningEvent,What is the  closest   movie theatre  that is playing  Moment to Moment ?
10606,SearchScreeningEvent,Can I see the  movie schedules   nineteen minutes from now ?
10607,SearchScreeningEvent,showings for  animated movies   in the area  
10608,SearchScreeningEvent,What are the  movies  scheduled to play at  General Cinema Corporation
10609,SearchScreeningEvent,Is  The Man Who Won  playing at  6 P.M. ?
10610,SearchScreeningEvent,in the neighbourhood  find  movies  starting  in thirteen hours
10611,SearchScreeningEvent,What  movie times  are there at  ArcLight Hollywood
10612,SearchScreeningEvent,List  movie schedules  at  Showcase Cinemas
10613,SearchScreeningEvent,When is  Cooper Foundation  on the  movie schedule ?
10614,SearchScreeningEvent,When is  Lake City  playing at  Dipson Theatres ?
10615,SearchScreeningEvent,What is the  movie schedules  for the  movies   nearby  playing  23 seconds from now
10616,SearchScreeningEvent,What is the  nearest   cinema  showing  Love in Mandya ?
10617,SearchScreeningEvent,Find the  movie times  at  Consolidated Theatres .
10618,SearchScreeningEvent,What time is  Truth About Kerry  playing at  movie house
10619,SearchScreeningEvent,Can you let me know when  Talk of the Devil  is playing at the  movie theatre ?
10620,SearchScreeningEvent,When is  The Pirate Fairy  playing at  AMC Theaters ?
10621,SearchScreeningEvent,What are the  movie times  at  General Cinema Corporation
10622,SearchScreeningEvent,Find the  movie schedule  for  animated movies   in the neighbourhood .
10623,SearchScreeningEvent,When is  Sins of the Fathers  playing?
10624,SearchScreeningEvent,find a  movie theatre  with  Beware of Bachelors
10625,SearchScreeningEvent,Check the  movie schedules .
10626,SearchScreeningEvent,Can you let me know the  films  that are on the  movie schedules   in the area  at  noon ?
10627,SearchScreeningEvent,find a  movie schedule
10628,SearchScreeningEvent,What time is  A Man for Burning  playing
10629,SearchScreeningEvent,Please show me the  closest   movie house  playing  Wild on the Beach   in 1 minute .
10630,SearchScreeningEvent,what  animated movies  are playing at the  closest   movie house
10631,SearchScreeningEvent,What time does  Lilacs in the Spring  play at the  closest   movie house
10632,SearchScreeningEvent,whats the  movie schedules  for  animated movies   close by
10633,SearchScreeningEvent,show  movies  in  United Paramount Theatres
10634,SearchScreeningEvent,Which  films  are playing  close by ?
10635,SearchScreeningEvent,find  animated movies   close by  with a  movie schedule
10636,SearchScreeningEvent,where is  Ennarukil Nee Irunthal  playing
10637,SearchScreeningEvent,What is the  movie schedule  for today?
10638,SearchScreeningEvent,what are the  movies   movie times   nearby
10639,SearchScreeningEvent,Where can I find  movie schedules
10640,SearchScreeningEvent,Is  The Passion of Anna  playing  four seconds from now  at the  cinema
10641,SearchScreeningEvent,What time is  26 Years Diary  showing in the  movie house ?
10642,SearchScreeningEvent,Find a  movie schedule .
10643,SearchScreeningEvent,find a  cinema   nearest  with  Sulle Sathya
10644,SearchScreeningEvent,find  Invisible Child  at  Southern Theatres
10645,SearchScreeningEvent,Give me the  movie schedules  for  Neighborhood Cinema Group
10646,SearchScreeningEvent,give me a list showtimes for  The Night of Taneyamagahara  
10647,SearchScreeningEvent,I need a  movie schedule  for  nearby   animated movies
10648,SearchScreeningEvent,show  movie schedule  for  animated movies   in the neighborhood
10649,SearchScreeningEvent,Where Can I watch  Chaos and Desire ?
10650,SearchScreeningEvent,what is the  schedule  for  The Fox and the Child  in  cinema
10651,SearchScreeningEvent,When will the  Blonde Ambition  be playing
10652,SearchScreeningEvent,find a  cinema   closest  with  animated movies
10653,SearchScreeningEvent,List  movie schedules  for  movies  playing  close by
10654,SearchScreeningEvent,show  movie times
10655,SearchScreeningEvent,Can I get the  movie schedules  for  Megaplex Theatres ?
10656,SearchScreeningEvent,What  movie theatre  is playing  The Missing Picture
10657,SearchScreeningEvent,Is  Liberator  playing at the  IMAX Corporation  at  11 ?
10658,SearchScreeningEvent,Which is the  nearest   cinema  showing  A Cooler Climate  that starts  now ?
10659,SearchScreeningEvent,find  Dickinson Theatres  showing  From Bondage to Freedom
10660,SearchScreeningEvent,find  Plitt Theatres   now  showing  Poverty and Nobility
10661,SearchScreeningEvent,Give me the current showtimes for  Tarass Boulba .
10662,SearchScreeningEvent,Please find  movie schedules
10663,SearchScreeningEvent,What time are  movies  showing at  Megaplex Theatres
10664,SearchScreeningEvent,Where can I find  Paranormal Activity 3  playing near me  1 hour from now
10665,SearchScreeningEvent,What  films  are there being played at  Megaplex Theatres ?
10666,SearchScreeningEvent,is  Young Policemen In Love  at the local  movie theatre
10667,SearchScreeningEvent,I want to see  movie schedules  at  Plitt Theatres .
10668,SearchScreeningEvent,Is  The Right to Strike  playing at  Star Theatres
10669,SearchScreeningEvent,find  Partners in Action  at  Dickinson Theatres
10670,SearchScreeningEvent,I'd like to see local  movie times .
10671,SearchScreeningEvent,What time is  A Battle of Wits  starting?
10672,SearchScreeningEvent,show me the  schedule  of  Letters from a Porcupine  in  Alamo Drafthouse Cinema
10673,SearchScreeningEvent,Please give me the  movie schedules .
10674,SearchScreeningEvent,what's the  closest   movie house  showing  The Legend of Ben Hall
10675,SearchScreeningEvent,Find me the  nearest   cinema  that have  movies  starting right  now .
10676,SearchScreeningEvent,I'd like to watch  movies  at the  nearest   movie house
10677,SearchScreeningEvent,Find the  movie schedule  for  animated movies   in the area .
10678,SearchScreeningEvent,find  Alamo Drafthouse Cinema  with  animated movies
10679,SearchScreeningEvent,Find the  movie schedule  for  Dipson Theatres .
10680,SearchScreeningEvent,Can I get the newest  movie schedule   in the area   for  animated movies ?
10681,SearchScreeningEvent,Find the  schedule  for  animated movies   in the area .
10682,SearchScreeningEvent,What is the  movie schedule  at  Loews Cineplex Entertainment
10683,SearchScreeningEvent,find a  cinema   nearest  for  films
10684,SearchScreeningEvent,What  movies  are currently playing at the  Caribbean Cinemas
10685,SearchScreeningEvent,I'd like to watch  films  anywhere  nearby
10686,SearchScreeningEvent,Where is the  nearest   cinema  that has  Southside 1-1000 ?
10687,SearchScreeningEvent,What are the  movie schedules  at  Loews Cineplex Entertainment
10688,SearchScreeningEvent,What  times  will  animated movies  be showing  nearby ?
10689,SearchScreeningEvent,When are the  movie schedules
10690,SearchScreeningEvent,Is  The Missing Clerk  playing
10691,SearchScreeningEvent,what's the  nearest   movie house  showing  Women Who Fall by the Wayside
10692,SearchScreeningEvent,What is the  movie schedule  for the  B&B Theatres
10693,SearchScreeningEvent,Give me some info on when  Hands Across the Border  will be laying at the  cinema .
10694,SearchScreeningEvent,Please check whether any  animated movies  will be running  in the area  around  04:34:15 PM .
10695,SearchScreeningEvent,What  animated movies  are playing at the  Magic Johnson Theatres
10696,SearchScreeningEvent,What  films  are at the  nearest   movie theatre
10697,SearchScreeningEvent,What time is  Sontha Ooru  playing
10698,SearchScreeningEvent,Is  The Divine Jetta  at  Marcus Corporation
10699,SearchScreeningEvent,What  movies  are playing  in the neighborhood
10700,SearchScreeningEvent,When is  The Naked Eye  playing at the  closest   movie theatre
10701,SearchScreeningEvent,Find the  schedule  for for  close by   movies .
10702,SearchScreeningEvent,show me the  movie schedule
10703,SearchScreeningEvent,Tell me the  movie schedules
10704,SearchScreeningEvent,what's the  nearest   movie house  showing  films
10705,SearchScreeningEvent,What time can I watch  Son of Rambow   Tonight  at  Fox Theatres
10706,SearchScreeningEvent,Which  movie house  is playing  Snow in the Desert  today?
10707,SearchScreeningEvent,I want to know the  films  playing at the  closest   movie house .
10708,SearchScreeningEvent,Where the  The Housemaid  playing and when
10709,SearchScreeningEvent,Find the  schedule  for  movies  at  Harkins Theatres .
10710,SearchScreeningEvent,Are any  animated movies  playing at  Magic Johnson Theatres ?
10711,SearchScreeningEvent,Is the  film   Goodrich Quality Theaters  playing at  12:26 AM ?
10712,SearchScreeningEvent,Which  cinema  is currently showing  The Youngest Profession ?
10713,SearchScreeningEvent,Where is the  nearest   movie house  that is playing  Sirivantha
10714,SearchScreeningEvent,Is  Mentioned in Confidence  at the  cinema
10715,SearchScreeningEvent,Please tell me the  movie times   
10716,SearchScreeningEvent,What is the  nearest   movie theatre  playing  Kate y Leopold ?
10717,SearchScreeningEvent,What  cinema  is playing  The White Stadium ?
10718,SearchScreeningEvent,Find  movie schedules .
10719,SearchScreeningEvent,find  Noon   movie times  at  IMAX Corporation
10720,SearchScreeningEvent,what is the  movie schedule  for the  Cooper Foundation
10721,SearchScreeningEvent,What time is  The Face in the Moonlight  showing?
10722,SearchScreeningEvent,find  animated movies   movie schedule   in the neighborhood
10723,SearchScreeningEvent,What are the  movie schedules  for  films   in the area ?
10724,SearchScreeningEvent,What are the  morning   movie schedules  for  movies   in the neighborhood ?
10725,SearchScreeningEvent,Recite the  movie schedule .
10726,SearchScreeningEvent,Tell me what  animated movies  are being played at the  closest   movie house  at  01:19:00 AM
10727,SearchScreeningEvent,Is  The Love Guru  playing 
10728,SearchScreeningEvent,find  Now and Forever
10729,SearchScreeningEvent,Can I get the  movie schedules   for  Loews Cineplex   in six hours seventeen minutes and eighteen seconds .
10730,SearchScreeningEvent,Can I watch  Flower and Snake  at  movie house  in  one hour from now ?
10731,SearchScreeningEvent,I'd like to know what  movies  are on the  movie schedules   nearby .
10732,SearchScreeningEvent,What time is  The Lottery Man  playing?
10733,SearchScreeningEvent,What is the  movie schedule   1 second from now
10734,SearchScreeningEvent,What's the  closest   movie house  that's showing  animated movies ?
10735,SearchScreeningEvent,What  animated movies  are playing at the  closest   cinema
10736,SearchScreeningEvent,What time is  The Mourner  playing at the  movie house ?
10737,SearchScreeningEvent,Is the start eim  23 hours twenty one minutes and one second from now  for  Morgan – A Suitable Case for Treatment  at  Santikos Theatres
10738,SearchScreeningEvent,Find the  schedule  for  movie times .
10739,SearchScreeningEvent,I'd like to know the  movie times  for  movies   nearby  me
10740,SearchScreeningEvent,Which  movies  are showing at  Southern Theatres ?
10741,SearchScreeningEvent,when is  Red Shirts  showing at  Dickinson Theatres
10742,SearchScreeningEvent,Please check the  movie schedule
10743,SearchScreeningEvent,Is  Convoy Busters  playing
10744,SearchScreeningEvent,"What time is  Careful, He Might Hear You  playing at the  cinema"
10745,SearchScreeningEvent,Find the  movie schedules  for  Consolidated Theatres .
10746,SearchScreeningEvent,Find the  schedule  for  Ghost World .
10747,SearchScreeningEvent,find  movies   around here  with  movie schedules
10748,SearchScreeningEvent,What is the  nearest   cinema  playing  Romance of the Limberlost
10749,SearchScreeningEvent,Can i get the showtimes for  films  at  Dickinson Theatres ?
10750,SearchScreeningEvent,What is the  movie schedule  near me?
10751,SearchScreeningEvent,"What time is  Atlantis, terre engloutie  playing?"
10752,SearchScreeningEvent,show me the  schedule  of  films   in the neighbourhood
10753,SearchScreeningEvent,give me the  movie times  for  movies  showing  in the neighborhood  
10754,SearchScreeningEvent,list  movies    in the neighbourhood
10755,SearchScreeningEvent,Give me the  movie times  at  Goodrich Quality Theaters .
10756,SearchScreeningEvent,Find the  movies  and  movie times   in the neighbourhood  
10757,SearchScreeningEvent,what  films  are playing at the  closest   movie house  ar   elevenses
10758,SearchScreeningEvent,Please show me the  films  playing at  Loews Cineplex Entertainment .
10759,SearchScreeningEvent,What's the  closest   cinema  playing  Chuckys Baby   now ?
10760,SearchScreeningEvent,Is  Hollows Grove  playing at any  movie theatre  at  ten pm ?
10761,SearchScreeningEvent,show me the  movie schedule   in the area  near my home at  seven AM  for  animated movies
10762,SearchScreeningEvent,Show me  movie times
10763,SearchScreeningEvent,Find the  movie times  for  films   in the area .
10764,SearchScreeningEvent,find the  closest   movie theatre  with  films
10765,SearchScreeningEvent,What is the  movie schedule  for  movies   close by
10766,SearchScreeningEvent,Find the  schedule  for  Central Airport  at the  closest   movie theatre .
10767,SearchScreeningEvent,give me the  movie schedules  for  Warren Theatres
10768,SearchScreeningEvent,which is the  nearest   movie house  playing  The Diary of Anne Frank
10769,SearchScreeningEvent,Show me the  movie schedule  for  movies  opening today  close by
10770,SearchScreeningEvent,Can I see the  movie schedules ?
10771,SearchScreeningEvent,Find the  movie schedules  for  Cineplex Odeon Corporation .
10772,SearchScreeningEvent,When will  The Flower and the Angry Waves  be showing?
10773,SearchScreeningEvent,Is  I Was an American Spy  playing at  11 a.m.  at  Southern Theatres
10774,SearchScreeningEvent,I'd like to know what  films  are scheduled at  Alamo Drafthouse Cinema .
10775,SearchScreeningEvent,find  movies  at the  nearest   cinema
10776,SearchScreeningEvent,What  movie times  at  Megaplex Theatres
10777,SearchScreeningEvent,Which  cinema  is playing  Das Ende – Assault on Precinct 13 ?
10778,SearchScreeningEvent,Please inform me when I can see  The Abdication  at a  movie theatre .
10779,SearchScreeningEvent,What time could I see  A Mile in His Shoes ?
10780,SearchScreeningEvent,What time does  A King in New York  play in  Malco Theatres
10781,SearchScreeningEvent,Can i get the listings for the  film  at the  nearest   movie theatre ?
10782,SearchScreeningEvent,Is  Amco Entertainment  showing  Cień Caseya  today?
10783,SearchScreeningEvent,I'd like to watch  Broadway Nights  at  Megaplex Theatres
10784,SearchScreeningEvent,Find the  movie schedule  for  Marcus Corporation .
10785,SearchScreeningEvent,find  movie times
10786,SearchScreeningEvent,What are the  movie times  for  Amco Entertainment
10787,SearchScreeningEvent,find  movie schedules
10788,SearchScreeningEvent,I'd like to watch  Demolition Man  at  11:09 PM
10789,SearchScreeningEvent,What are the  movie schedules
10790,SearchScreeningEvent,Find the  nearest   movie theatre  that plays  Sea Racketeers
10791,SearchScreeningEvent,What time is  Irreconcilable Differences  playing  Regal Entertainment Group
10792,SearchScreeningEvent,She me  movie schedules  for the  movies   close by  at  sunset
10793,SearchScreeningEvent,Is  Happy Ghost III  at  Caribbean Cinemas
10794,SearchScreeningEvent,show the  movie schedules   in the neighborhood  for  animated movies
10795,SearchScreeningEvent,what  movie house  is the  closest  playing  animated movies
10796,SearchScreeningEvent,Find the  movie schedule  for  Pacific Theatres .
10797,SearchScreeningEvent,Show me the  movie schedules  for  movies  playing  around here  today.
10798,SearchScreeningEvent,What  cinema  is the  closest  showing  movies
10799,SearchScreeningEvent,Which  cinema  can I go to to see  Lilly the Witch: The Dragon and the Magic Book ?
10800,SearchScreeningEvent,will  Dick Tracy e il gas misterioso  start  twenty one hours from now
10801,SearchScreeningEvent,find the  closest  starting  now   movie house  with  animated movies
10802,SearchScreeningEvent,Show me the  closest   movie house  playing  animated movies  please.
10803,SearchScreeningEvent,Show  movie times  and  movies   in the area
10804,SearchScreeningEvent,Is  Green Grass Widows  playing at the  cinema
10805,SearchScreeningEvent,Where and when is  Douglas  playing?
10806,SearchScreeningEvent,Where is  Walt: The Man Behind the Myth  playing
10807,SearchScreeningEvent,What time is  Beat the Devil  coming on at  Mann Theatres
10808,SearchScreeningEvent,find  movie times   nearby  for  animated movies
10809,SearchScreeningEvent,find  movie times
10810,SearchScreeningEvent,Can i get the showtimes for  films   close by ?
10811,SearchScreeningEvent,Is  The Little Irish Girl  playing
10812,SearchScreeningEvent,Can I see the  movie times  for the  Great Escape Theatres
10813,SearchScreeningEvent,Need the  closest   movie house  playing  The Flamingo Rising
10814,SearchScreeningEvent,What  cinema  is playing  The Strongest Instinct   now ?
10815,SearchScreeningEvent,What time is  Between Tears and Smiles  playing
10816,SearchScreeningEvent,Show me the  closest   movie house  that plays  That Night in Rio  
10817,SearchScreeningEvent,Find the  schedule  for  films  at the  Douglas Theatre Company .
10818,SearchScreeningEvent,Where can I see  The Somme  starting at  16:01:04 ?
10819,SearchScreeningEvent,What time is  Bloody Twilight  playing?
10820,SearchScreeningEvent,What time is  Last Exit to Brooklyn  playing at  movie house ?
10821,SearchScreeningEvent,I'd like to see showings for  All the Way Home  at  Kerasotes Theatres .
10822,SearchScreeningEvent,what  films  are at the  closest   movie theatre  
10823,SearchScreeningEvent,What  movies  are scheduled  in the neighbourhood ?
10824,SearchScreeningEvent,give me the showtimes for  Down Where The Buffalo Go  at  Amco Entertainment
10825,SearchScreeningEvent,What are the  movie schedules  for any  animated movies  playing  in the neighbourhood ?
10826,SearchScreeningEvent,Find  movie schedules  for  ArcLight Hollywood .
10827,SearchScreeningEvent,What time is  Phera  playing
10828,SearchScreeningEvent,When does  Of Stars and Men  play?
10829,SearchScreeningEvent,Which  movies  are playing at  AMC Theaters   1 second from now ?
10830,SearchScreeningEvent,Find  Fish Story  
10831,SearchScreeningEvent,Will you show me a  schedule  for  movies   around here ?
10832,SearchScreeningEvent,What  films  are playing at  11 A.M.  at  Dickinson Theatres
10833,SearchScreeningEvent,Find the  movie schedule .
10834,SearchScreeningEvent,What is the  movie schedule  for  films   in the neighbourhood
10835,SearchScreeningEvent,find  movie schedules  with  animated movies   close by
10836,SearchScreeningEvent,Where can I see  No Time to Die ?
10837,SearchScreeningEvent,where can i watch  Key to the City
10838,SearchScreeningEvent,What  movies  are playing at the  closest   movie house ?
10839,SearchScreeningEvent,Find the  schedule  for  movie times  for  movies   around here .
10840,SearchScreeningEvent,find  animated movies   around here
10841,SearchScreeningEvent,Show  films  at the  nearest   cinema
10842,SearchScreeningEvent,show the  movie schedules
10843,SearchScreeningEvent,What are the  animated movies   in the neighbourhood   for the recent  movie times
10844,SearchScreeningEvent,What is the  movie schedule  at the  IMAX Corporation   three minutes from now
10845,SearchScreeningEvent,When is  For Lovers Only  playing?
10846,SearchScreeningEvent,Is  Love and Other Troubles  playing
10847,SearchScreeningEvent,When is  The Blue of Heaven  playing?
10848,SearchScreeningEvent,find a  movie theatre  with  Rogues and Romance  that is  nearest
10849,SearchScreeningEvent,Can you tell me the  movie schedule  for  General Cinema Corporation ?
10850,SearchScreeningEvent,What time is  Do Sher  playing
10851,SearchScreeningEvent,I need to know what  theatre  is playing  A Happy Coersion
10852,SearchScreeningEvent,Find the  schedule  for  films   around here .
10853,SearchScreeningEvent,I need the movie  Kids in Love  at the  movie house
10854,SearchScreeningEvent,what  movies  are at the  nearest   movie house
10855,SearchScreeningEvent,What time is  Wild and Wooly  playing
10856,SearchScreeningEvent,Find  movie schedules .
10857,SearchScreeningEvent,What time is  My Son Shall Be Armenian  playing at  Plitt Theatres
10858,SearchScreeningEvent,show the  movie schedules  at  United Paramount Theatres
10859,SearchScreeningEvent,find  close by   movie schedule   movies
10860,SearchScreeningEvent,Find me showtimes for  How I Unleashed World War II .
10861,SearchScreeningEvent,What  films  are showing at  Cineplex Odeon Corporation ?
10862,SearchScreeningEvent,what are the  movie schedules ?
10863,SearchScreeningEvent,Where is the  closest   cinema  playing  Osmanthus Alley
10864,SearchScreeningEvent,What are the  movie times  for the  movies   in the neighbourhood
10865,SearchScreeningEvent,Does  The Yacoubian Building  start at  08:39 pm
10866,SearchScreeningEvent,When's  Fools for Luck  showing?
10867,SearchScreeningEvent,What time is  Just Around the Corner  playing
10868,SearchScreeningEvent,what  animated movies  are at the  nearest   movie house
10869,SearchScreeningEvent,Please tell me what the  movie schedule  looks like for the  AMC Theatres   in twenty one hours
10870,SearchScreeningEvent,What is the local  movie schedule
10871,SearchScreeningEvent,Is the  Wandering Detective: Black Wind in the Harbor  playing at  Cinemark Theatres
10872,SearchScreeningEvent,Please tell me the  movie schedules
10873,SearchScreeningEvent,I want to go see  The Trouble with Girls
10874,SearchScreeningEvent,Where is  Boo to You Too! Winnie the Pooh  playing
10875,SearchScreeningEvent,Is  The Suicide Shop  playing at  Southern Theatres
10876,SearchScreeningEvent,What  movies  are showing at the  nearest   movie house ?
10877,SearchScreeningEvent,What  animated movies  are showing  in the area ?
10878,SearchScreeningEvent,What are the  movie schedules  for  Santikos Theatres ?
10879,SearchScreeningEvent,what  films  are at  Cinemark Theatres
10880,SearchScreeningEvent,What are the  movie schedules
10881,SearchScreeningEvent,Find a  movie schedule .
10882,SearchScreeningEvent,I want to see the local  movie times
10883,SearchScreeningEvent,when does  Miss Sloane  play at  IMAX Corporation  
10884,SearchScreeningEvent,find a  movie theatre  showing  The Tailor of Panama
10885,SearchScreeningEvent,I'd like a  movie schedule  for a  close by   movies
10886,SearchScreeningEvent,what  animated movies  are playing at  Fox Theatres
10887,SearchScreeningEvent,find a  movie house   closest  showing  Operation: Kingdom
10888,SearchScreeningEvent,What  films  are playing at  1 PM  at  Showcase Cinemas
10889,SearchScreeningEvent,"Where can I watch  Portrait of a Woman, Nude   in 1 hour ?"
10890,SearchScreeningEvent,I want the  film  for  nearest   movie theatre
10891,SearchScreeningEvent,I'd like to watch  Health Warning  at the  closest   movie house
10892,SearchScreeningEvent,Is  The Butcher Boy  playing anywhere at  supper  time?
10893,SearchScreeningEvent,Which  animated movies  are playing at  Fox Theatres ?
10894,SearchScreeningEvent,I'd like to watch  Heartbreak  at  Pacific Theatres  at  two pm
10895,SearchScreeningEvent,Find the  movie schedule .
10896,SearchScreeningEvent,in the neighbourhood  find  movies
10897,SearchScreeningEvent,what time is  The Bodyguard  at  Malco Theatres  playing
10898,SearchScreeningEvent,find  Mary Kom  starting  in one hour  
10899,SearchScreeningEvent,Find the  movie schedule .
10900,SearchScreeningEvent,Find the  closest   movie house  that plays  animated movies
10901,SearchScreeningEvent,Is  Storm Warning  playing
